Source	GeneSetID	GeneList	n_Genes	LLM Name	LLM_best_matching_GO	best_matching_GO_ID	best_matching_GO_term_genes	best_matching_GO_term_size	Supporting Count	LLM_JI
L1000	BRD-A02759312_Betaxolol hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 CDSN CYB5A EGLN3 FCER1A HIST1H2BG HSD17B2 MUC5B NFATC3 PDZK1IP1 PI3 PLBD1 SLC30A1 SRD5A1 TFF3 TUBB2A WNT5A ADH1B ARHGDIB ARL4C ARMCX1 C3 CCT2 CD52 CNN3 DEPTOR DNAJB4 EFEMP1 EPB41L2 ETS2 EVI2A G3BP1 GPNMB GULP1 HCLS1 IGFBP7 IPO13 ITM2A KIAA1033 LPAR1 LPXN LUM MET MPZL1 PDP1 PEG10 RAD21 SGCE SGK1 SLC16A7 SPARC TFPI2 TIMP2	53	System of unrelated proteins						
L1000	BRD-A04553218_DEXCHLORPHENIRAMINE MALEATE_MCF7_6.0_h_10.0_um	ADH1B AMIGO2 AUTS2 CAMK2N1 ENPP2 FGFR3 MAN1A1 SNAI2 CA12 CXCL8 FAM134B LTBP3 LXN UCHL1	14	System of unrelated proteins						
L1000	BRD-A04756508_NORGESTIMATE_MCF7_6.0_h_10.0_um	1060P11.3 ACTN1 AMIGO2 ANKRD10 ATP11B C1QA C1QB CAMK2N1 CXCL13 DDIT4 DEPTOR EXT1 FBLN1 FBN1 GBP1 HERPUD1 HLA-C HLA-F HOMER3 HOXB6 HSPA6 IDO1 IGHM IGJ IGKV1-5 IGKV4-1 IGL IGLJ3 IGLV2-23 IL32 ITGA4 ITGA6 LIMCH1 PDGFRA SFTPA2 SFTPB SRD5A1 TMEM176B TPD52 TRIM2 VEGFA WARS WDR7 XIST ABAT BEX1 EIF5A FABP5 HP MARCKSL1 NFIB NUTF2 PEG3 RPA3 RPL27A RPS11 SLIRP TCN1 TGFBI TM4SF1 TMSB15A TPPP3 YWHAE	63	Immune Response and Extracellular Matrix Organization	extracellular matrix organization	GO:0030198	ANXA2 APLP1 NOTCH1 ADAMTS13 MMP16 RGCC NR2E1 AEBP1 TNFRSF1A CPB2 SFRP2 HSD17B12 LARGE1 COL5A1 COL17A1 CAV2 NTN4 CTSS APP NF1 MMP26 LAMB1 P3H4 SULF1 COL24A1 LOXL1 ANGPTL7 COMP FGFR4 TNR TNF TPSAB1 ADAMTS17 ST7 FOXC1 VIT FLRT2 PRDX4 NFKB2 EXT1 PTX3 FSCN1 COL8A1 TMPRSS6 COL23A1 CRISPLD2 EXOC8 CHADL MMP23B IHH C6orf15 MMP11 MAD2L2 ADAMTS19 TLL1 KIF9 PLOD3 ADAMTS16 LOXL2 MANSC4 MMP17 FAP PDPN SLC39A8 ENG NPHP3 PHLDB1 SERPINH1 HAS3 COL2A1 NDNF COL3A1 EMILIN1 TGFBI ADAMTS2 HPN COL12A1 COL15A1 RXFP1 PBXIP1 FERMT1 ERO1A MYF5 ERCC2 BMP2 ADAMTS5 POSTN COL14A1 COL27A1 MMP15 MMP8 SPINK5 PAPLN MMP12 COL1A2 CTSV VPS33B POMGNT1 COL13A1 MMP1 CRTAP COL10A1 TIE1 WASHC1 TCF15 BMP1 COL9A1 TNFRSF11B TLL2 MPZL3 MMP28 ADAMTS10 ADAMTSL3 SULF2 COLGALT1 LOXL3 CSGALNACT1 MMP21 P4HA1 ADAM15 DMP1 DAG1 ABI3BP ADAMTS4 CAV1 COL11A2 COL11A1 SPINT2 DPT FOXC2 TNFRSF1B NID1 ADAM10 MMP14 WDR72 KAZALD1 POMT2 ELANE TGFB2 SMPD3 CFLAR THSD4 ELF3 FMOD RB1 PRSS1 MATN4 GFOD2 COL5A3 SERAC1 COL4A1 HAS1 ELN SMAD4 COL7A1 COL5A2 OTOL1 CYP1B1 ADAMTS18 TGFBR3 DPP4 RIC8A COL16A1 ADAMTSL5 SERPINB5 NID2 RIC1 PHLDB2 CREB3L1 FBLN5 COL4A6 COL22A1 ADAMTS20 PLG ITGB3 VIPAS39 LOXL4 NPHS1 SPOCK2 MYH11 CST3 MELTF COL28A1 MFAP4 CLASP2 SMOC1 GREM1 FOXF1 COL9A2 KLK5 FBLN1 EGFLAM SERPINF2 ABL1 KLK7 FOXF2 CLASP1 PPARG PXDN OLFML2B MATN3 ADAMTS14 ADAMTSL1 COL8A2 VTN DNAJB6 MMP27 WT1 TGFBR1 EFEMP2 SCX IL6 PRSS2 CARMIL2 LAMB2 COL1A1 TGFB1 WNT3A ATP7A ECM2 DDR1 HPSE2 MMP24 LAMA1 ADAMTS12 ADAMTS15 SPINT1 COL9A3 LUM CTSK ADAM8 ADAMTS6 ATXN1L MPV17 COL4A2 NPNT CAPG GFAP LRP1 ANTXR1 FURIN EGFL6 APBB2 OPTC TNXB KLK4 MMP3 LOX MATN2 FKRP ADTRP CCN1 LAMC1 AGT HMCN1 LAMA2 GSN SMOC2 ADAMTS3 SMAD3 SH3PXD2B MMP2 COLQ HAPLN2 QSOX1 GAS2 MATN1 SLC2A10 PDGFRA MMP10 B4GALT1 VWA1 ADAMTSL2 COL19A1 ADAMTS1 FKBP10 MYO1E NOXO1 COL4A5 IBSP IMPG2 MMP20 MMP13 FLOT1 CMA1 CTSG PRICKLE1 NOX1 MMP25 ADAMTS8 LCP1 POMT1 RUNX1 COLGALT2 MMP7 PRDM5 MMP9 COL18A1 IER3IP1 GPM6B SOX9 BCL3 ADAMTS9 MIA COL4A3 ADAMTS7 ITGA8 ITGB1 RECK RAMP2 CCDC80 DDR2 IMPG1 GAS6 OLFML2A MMP19 HAS2 TMEM38B COL4A4 ADAMTSL4 AXIN2	321	22.0	0.05789473684210526
L1000	BRD-A05186015_BUPROPION_MCF7_6.0_h_10.0_um	1060P11.3 CD55 CXCL9 HEPH SLC27A3 SLC5A6 TCF7L2 TIPARP NDRG2 SEL1L3	10	System of unrelated proteins						
L1000	BRD-A05565054_(2-ethylpiperidin-1-yl)(4-(hydroxydiphenylmethyl)-1H-1,2,3-triazol-1-yl)methanone_MCF7_6.0_h_10.0_um	ABCG1 ABLIM1 ADM ANO1 AQP9 C10ORF10 CAV1 CAV2 CD24 CPA3 CREG1 CSRP1 DDIT4 EMP1 FABP7 FAM107A FAM129A FGFR4 FHL1 GALNT6 GLUL GPC3 HIST1H1C HK2 IL1R2 LPL MET MTSS1 MUC5B MYC PCOLCE2 PEG10 POSTN RHOB S100A8 SERPINE1 SLC39A8 SLPI SYNM TFAP2A TPD52 TSC22D3 1060P11.3 ADI1 ANKRD10 ENPP2 ESR1 FASTKD5 FBXO21 GSTZ1 GULP1 HOXC6 IGF1 IRF8 LAMP5 MIR22HG NEFH NPY PEG3 PRSS2 RHOBTB3 SFN SPINK1 TBC1D9B TCFL5 TFPI2 TUBB2A WT1	68	System of unrelated proteins						
L1000	BRD-A06352418_TERFENADINE_MCF7_6.0_h_10.0_um	1060P11.3 ACLY CDH2 CDKN1C CLU CST3 CXCL12 CXCL5 CYP1B1 CYP51A1 DDIT4 DHCR24 DHCR7 DUSP4 ELOVL5 FADS1 FAM117A FAM129A FCER1A FDFT1 FOXJ3 GATM GSTA4 HERPUD1 HMGCR HMGCS1 HTATIP2 IDI1 INSIG1 KLRB1 LDLR LSM5 MAF ME1 MSMO1 PDGFC PHLDA1 PIR PPT1 RASA4 SC5D SCD SDC2 SLC27A2 SLC7A11 SLC9A3R1 SQLE TGFBI TKT TOB1 WBP5 ALDH5A1 C1ORF116 CD9 CIAPIN1 CSGALNACT1 ID3 ID4 KIAA1033 LMO3 SCGB2A1 SLC2A5 SLPI SPARC SRGN UBR7 YBX3	67	Cholesterol Biosynthesis and Lipid Metabolism Regulation	regulation of cholesterol metabolic process	GO:0090181	NR1H4 ACADL ACADVL TTC39B ERLIN1 MBTPS2 CH25H ARV1 APOE MBTPS1 LDLR EPHX2 SEC14L2 DGKQ CES1 STARD4 GNB3 ERLIN2 AQP8 SERPINA12 APOA1 SCAP PRKAA1 LDLRAP1 SREBF2 FMO5 FGF1 ABCG4 SOD1 APOB CYP7A1 SREBF1 ABCG1 LPCAT3 ABCA2	35	16.0	0.15841584158415842
L1000	BRD-A06390036_HYDROQUINIDINE_MCF7_6.0_h_10.0_um	AKR1C2 AKR1C3 DLK1 ENPP2 IARS2 MKNK1 MSLN MUC4 SPON1 TIMP1 TPD52 CMAHP CRISP3 MGP PHLDA1	15	System of unrelated proteins						
L1000	BRD-A07932845_Methiothepin maleate_MCF7_6.0_h_10.0_um	ATF3 CAST CHI3L1 CTSZ CXCL14 FDPS GALNT6 GPR37 HMGCS1 IER5 IFI27 IFNAR1 IL4R INSIG1 KCTD12 KRT14 KRT16 KRT6A KRT6B LDLR MARCKS MSMO1 NRIP1 NT5E PCK1 PSMD10 RGS5 RPL37A RPS4Y1 S100A2 SPRR1A SPRR1B SQLE 1060P11.3 ACPP ADH1B AGR2 ALDH1A1 ANK3 ATP2C1 CD27 COCH CRISP3 CRK CXCL12 CYP4B1 EGFL6 EPCAM FOSL1 GHR IGHM IGKV4-1 LCN2 LGR5 LIMCH1 LTF NKG7 OLFM4 PFKFB3 PHLDA1 PIK3R1 PLAC8 PMP22 POU2AF1 RAB31 RARRES1 RTN1 SERPINA3 SFTPA2 SFTPB SFTPD TCL1A TCN1 UCHL1	74	System of unrelated proteins						
L1000	BRD-A08003242_RHODOMYRTOXIN B_MCF7_6.0_h_10.0_um	1060P11.3 ACKR1 ASNS ATP6V1D AXIN1 BCL6 BEX1 BHLHE40 CCNG2 CHRDL1 DDIT4 DUSP4 DUSP5 ENAH FABP4 FAM129A FASN FLNA FOXO3 G6PD GPR126 GPR64 INSIG1 JUND KDM3A KDM4B LDLR LPP MT1X MTA1 MYC NAMPT NFIL3 PHLDA1 PIP5K1B PLCB1 PROM1 PRR7 RHOB RND3 RRAGD S100A14 SCD SERPINA3 SERPINB2 SFRP1 STC2 TIPARP TRIB3 TSC22D3 TUBB2B UGDH ZFP36L1 ADIRF ATF5 C8ORF33 CASP6 CCNE2 CDC25A COL10A1 COL11A1 CPS1 DKK3 DNAJA1 EFNB2 HNRNPA0 HSPA1A MAF MNDA NID2 SESN1 SFPQ SKP2 TIMM22	74	Cellular Stress Response and Metabolic Regulation	regulation of cellular response to stress	GO:0080135	TAF6L TWIST1 IER5 MID1 PPP1R10 BOK MBTD1 TAF9 DUSP10 PRKDC TMEM33 TAF10 DUSP19 ABCD1 MAPKAPK2 EIF2AK1 TRAF4 H2AX PDX1 YBX3 ZNF622 AGER POT1 TRIAP1 BABAM2 SFRP2 EP300 ACTB PTPN22 SH3RF3 MORF4L2 PRRX1 TIRAP INO80B DDX11 ING4 TPD52L1 SPRED2 SMARCD1 APP BID LYN SIRT1 SCARF1 TERF2 TADA1 ERCC1 SH3RF2 PRDX1 TLR9 TNR VDAC1 EIF2AK2 TNF PCNA GSK3B WNT16 TELO2 WAS PTPN2 PTPRS RAD9A ACTL6A CCDC117 EPC2 RASGRP1 MAPK1 HSPA5 NFE2L2 NCOA7 F2RL1 PTK2B MANF SNAI1 EYA1 MAP2K2 SERINC3 TOP2B NCOR1 PTPN1 KAT2B ZBTB7B NPPA AQP11 SPIRE2 NFRKB DYRK1A TIGAR AGR2 ATM YY1 LTBR PPP4R3B CD44 RNF185 SOX4 FOXO1 MAP3K3 ADCY8 IL26 BRCA2 RIF1 TAF5 TNFRSF19 VPS72 SNAI2 EDAR HSF1 AXIN1 KAT7 FAM168A MAPKBP1 SMYD2 MAD2L2 WNT7B PARP1 HELB CORO2B PRKN HDAC10 PARP3 PMAIP1 ETAA1 TMEM161A RTCA EFHD1 DUSP16 DDRGK1 INO80D SIRT6 GADD45A DVL3 NOD1 YEATS4 TMBIM6 GRN PPP4R2 NCF1 FUT8 USP15 COPS5 UNC5CL SH3RF1 NOD2 SLC7A11 CRY1 SF3B3 RAD52 DDAH1 MORF4L1 TAF2 BAX VHL MAPT BDKRB2 SMARCA4 KLHL31 TAF12 ERCC8 BCL2 PER1 HIPK3 PHLPP1 MYC USP22 RADX ATF6 NUDT16L1 TBC1D24 BRD8 DAB2IP WRAP53 EYA2 MBTPS2 ERCC4 TERF2IP MAP2K1 TFIP11 CCR7 XBP1 WFS1 TNIK MAGEA3 BMP2 FGF10 TRIM28 RNF13 UFL1 KHDC3L SEMA4C RNF8 SUPT3H KMT5C GRIK2 DHX9 RAP2A CYLD HYOU1 RELL1 HAPSTR1 HDAC6 ENY2 TADA3 PNKP DDX39B NCK1 CD36 TNFSF11 SMARCD2 MTURN ZNF675 FKTN TTI1 MUC1 MYD88 BABAM1 TAOK2 IGFBP6 RNFT1 INO80 ING2 DLG1 SLC25A14 ITCH RUVBL2 EZR UCHL5 INSIG2 ERCC6 HDGFL2 HDAC3 OTUB1 BCL7C BCL2L1 UBXN2A HIPK2 ACTR8 SELENOS BCAP31 BMP7 CDC42 DUSP22 SMARCD3 NUPR1 SMARCE1 PIK3CB SGTA RMI2 RTEL1 HIC1 PINK1 PML PSMD10 MAPK3 FBH1 SGF29 RNFT2 MEAK7 INO80C NR1H2 PDCD10 KAT5 ARID2 ROCK2 MAP3K5 PDCD4 TAF7 BCL7B HMGB1 MAP2K4 ATR BRD7 SEMA3A NBR1 KDM1A GDF6 ZMPSTE24 CAV1 PTPRF SPRING1 DMAP1 ING3 CARD9 BFAR MAP3K11 KAT2A SPRED1 DPF3 RACK1 USP19 STK25 OXR1 SPIDR RNF168 PYHIN1 FICD EIF4G1 HAND2 TMX1 CUL4A ARL6IP5 MAP4K4 TPT1 ZC3H12A TGFB2 DPF1 HGF MAGEF1 MBIP PTTG1IP EYA3 FECH OOEP DPF2 TIFAB ACKR3 MAPK8IP3 ATAD5 DEK CD27 FAS DNAJA1 CXCL12 IGBP1 RASSF2 PEDS1-UBE2V1 DACT1 FZD7 EYA4 UBE2V1 FCGR2B SLAMF1 TLR4 CLN3 EGFR CEBPG TREM2 OPRK1 CCL19 OPRM1 FLNA PBRM1 TTI2 TAOK3 RECQL5 TRAF2 CGAS CD74 TGFBR3 LETM1 USP51 AMBP XDH EPC1 BARD1 SPP1 ARID1A PPP4C CHCHD2 PTGS2 CREB3L1 TLR3 FBLN5 IL1B AUNIP SUPT7L UBE2V2 PTN PRMT1 NAIP FZD10 SPHK1 TRIM32 BRAF WDR76 RELL2 DUSP3 ATF6B MAPK8IP2 CYREN AIFM2 SENP3 DNAJB9 BRCC3 ZMYND11 KREMEN1 NPM1 RFWD3 MIF THOC1 PYCARD SASH1 MARVELD3 RPS3 STK24 DVL2 TP53 USP14 DNAJC7 WNT7A ARID1B GREM1 BCL2L11 MECOM LEP BAD PNPLA8 NACC2 TADA2B DNMT3A DDX5 ANKRD1 MAP3K20 KMT5B TMEM259 ARHGEF2 SERPINF2 PLA2R1 SPIRE1 KDM4D IGF1R FEM1B SLF1 ABL1 PIGBOS1 SHLD1 GSTP1 KLHDC10 STK39 VPS13C INPP5F USP1 PPP1R15B FANCB RNASEH2B BMP4 MRNIP RGMA SLC38A2 KLHL15 ACTL6B DDIAS EDA2R RPA2 PPP1R15A DNAJB6 TAF5L EPHA4 INSIG1 SERPINB3 CDK9 PUM2 COPS3 UBXN1 CCAR2 SKIL GRINA MRGBP DUSP1 TAF9B PARPBP PIAS4 AJUBA PJA2 SIRT7 ZCWPW1 HNRNPK STUB1 OTUB2 SDCBP CREBBP RTN4RL1 PIK3R1 NPAS2 NSD2 PLCB1 THOC5 UBE2N ACTR2 MARCHF7 MAP3K4 PHF10 USP47 CHORDC1 TP53BP1 CRHBP MAP4K2 RIPK2 CDKN2D CCL21 FBXO4 PPIA KLF4 SLC25A23 ERP29 DNAJC2 POLQ SETMAR RAD51 SLF2 THY1 INO80E ZNF365 ABRAXAS1 LPCAT3 RB1CC1 TAF6 RIPK1 DKK1 SMARCB1 BAK1 SF3B5 CLU MFHAS1 GADD45G KCNK2 FGF19 QARS1 MCRS1 PBK YJU2 OPA1 PAGE4 CREB3 RNF169 FUS SYVN1 HELQ ALOX5 PARK7 MEAF6 MSX1 ZNHIT1 LRIG2 RUVBL1 MAP3K10 HERPUD1 AMFR TAOK1 TFPT ACTR5 MEN1 CHEK1 UIMC1 UBQLN1 CBX8 EIF2AK3 BCL7A SMARCC1 CNTF XRCC1 MAPKAP1 GCH1 ABCA7 SMARCC2 DRD2 MGMT RTN4R DHFR CRK TXNDC12 RAD51AP1 ULK4 OGG1 FLT4 SMARCA2 FMN2 MAP2K7 CERS2 STK3 NOL3 ATXN7 INAVA XIAP MDFIC PARG PAFAH1B1 ENO1 NR1H3 WDR48 BRCA1 SPI1 MINK1 FOXM1 LRRK2 FKBP1B SIRPA NOX1 FIGNL1 EEF1E1 TAF4 TRPV4 MTOR MDM2 AIDA FBXW7 ATRIP ATXN3 HRAS SMCHD1 NCK2 GADD45B ERN1 UBQLN2 PHF13 GPS2 EPO KIAA0319 KMT5A IER3 MICU1 SCIMP LGALS9 TMED2 CCN2 ANKRD6 DYRK3 PRKCG WNT5A SUPT20H USP25 NEO1 SHLD2 TRRAP BIRC7 BAG6 POLH VEGFA RPL26 HMGA2 TIMELESS SVIP MAPK8IP1 EPHB1 IL1A CAV3 NRK ELL3 RNF183 EP400 ZNF385A UBQLN4 USP13 DNAJB1 SETD2 AXIN2	646	14.0	0.0196078431372549
L1000	BRD-A08187463_-666_MCF7_6.0_h_10.0_um	1060P11.3 EIF1AY ID1 KAL1 KRT19 KRT7 PDGFRA RPS4Y1 TFF1 USP9Y ITGA6 KDM6A MTUS1 NID1 RAD21 RBP4 SRC XIST	18	System of unrelated proteins						
L1000	BRD-A08187463_Racecadotril_MCF7_6.0_h_10.0_um	1060P11.3 ANPEP ANXA11 BPHL C6ORF62 CAP2 CHN1 CLC CLEC5A CPA3 CST1 DPP4 ELANE ENC1 FAM129A FGFR3 GRIA2 GYPC HLA-B IFNAR1 KLF9 LCN2 LEF1 MMP9 MX1 NCALD NRGN PDGFRA PIK3CA PLAT PLSCR1 PLXNA2 POLR1C PRG2 QPCT RFTN1 RGCC RHOBTB3 S100A9 SLC1A3 SLC26A2 SPON1 TRAPPC6A TYRP1 VCAN ABCB6 ACACB ADIRF AKR1B1 AKR1C1 AKR1C2 AKR1C3 AKR7A2 C1QB C3ORF14 CAV1 CCND1 CDKN1C CLU COTL1 CPS1 CXCL12 CXCL13 CXCL9 DKK1 EFNB2 FKBP1B FLNB GAL GOLGA8H GPR126 GPX3 GRWD1 IGKV1-5 KIAA0485 KRT7 MAP1B NR2F2 PAN2 QDPR RHOB SNX7 SPINT2 STOM TES TFAP2B TFF1 TGM2 TIMP3 TMEM45A TMEM47 UCHL1 WSB1	93	System of unrelated proteins						
L1000	BRD-A09056319_-666_MCF7_6.0_h_10.0_um	CHEK1 DAB2 EGLN3 MFAP5 MXRA5 PDCD4 PLEKHM1 PTPRE S100A10 SLC38A1 SPTSSA SULF1 ZFP36L2 ADRB2 AKR1B1 CHGB CRISP3 CYBA ENC1 HLA-DMB HOMER2 NME4 OAS1 RARRES1 SORD STX1A UGCG	27	Cellular Stress Response and Apoptosis Regulation	regulation of cellular response to stress	GO:0080135	TAF6L TWIST1 IER5 MID1 PPP1R10 BOK MBTD1 TAF9 DUSP10 PRKDC TMEM33 TAF10 DUSP19 ABCD1 MAPKAPK2 EIF2AK1 TRAF4 H2AX PDX1 YBX3 ZNF622 AGER POT1 TRIAP1 BABAM2 SFRP2 EP300 ACTB PTPN22 SH3RF3 MORF4L2 PRRX1 TIRAP INO80B DDX11 ING4 TPD52L1 SPRED2 SMARCD1 APP BID LYN SIRT1 SCARF1 TERF2 TADA1 ERCC1 SH3RF2 PRDX1 TLR9 TNR VDAC1 EIF2AK2 TNF PCNA GSK3B WNT16 TELO2 WAS PTPN2 PTPRS RAD9A ACTL6A CCDC117 EPC2 RASGRP1 MAPK1 HSPA5 NFE2L2 NCOA7 F2RL1 PTK2B MANF SNAI1 EYA1 MAP2K2 SERINC3 TOP2B NCOR1 PTPN1 KAT2B ZBTB7B NPPA AQP11 SPIRE2 NFRKB DYRK1A TIGAR AGR2 ATM YY1 LTBR PPP4R3B CD44 RNF185 SOX4 FOXO1 MAP3K3 ADCY8 IL26 BRCA2 RIF1 TAF5 TNFRSF19 VPS72 SNAI2 EDAR HSF1 AXIN1 KAT7 FAM168A MAPKBP1 SMYD2 MAD2L2 WNT7B PARP1 HELB CORO2B PRKN HDAC10 PARP3 PMAIP1 ETAA1 TMEM161A RTCA EFHD1 DUSP16 DDRGK1 INO80D SIRT6 GADD45A DVL3 NOD1 YEATS4 TMBIM6 GRN PPP4R2 NCF1 FUT8 USP15 COPS5 UNC5CL SH3RF1 NOD2 SLC7A11 CRY1 SF3B3 RAD52 DDAH1 MORF4L1 TAF2 BAX VHL MAPT BDKRB2 SMARCA4 KLHL31 TAF12 ERCC8 BCL2 PER1 HIPK3 PHLPP1 MYC USP22 RADX ATF6 NUDT16L1 TBC1D24 BRD8 DAB2IP WRAP53 EYA2 MBTPS2 ERCC4 TERF2IP MAP2K1 TFIP11 CCR7 XBP1 WFS1 TNIK MAGEA3 BMP2 FGF10 TRIM28 RNF13 UFL1 KHDC3L SEMA4C RNF8 SUPT3H KMT5C GRIK2 DHX9 RAP2A CYLD HYOU1 RELL1 HAPSTR1 HDAC6 ENY2 TADA3 PNKP DDX39B NCK1 CD36 TNFSF11 SMARCD2 MTURN ZNF675 FKTN TTI1 MUC1 MYD88 BABAM1 TAOK2 IGFBP6 RNFT1 INO80 ING2 DLG1 SLC25A14 ITCH RUVBL2 EZR UCHL5 INSIG2 ERCC6 HDGFL2 HDAC3 OTUB1 BCL7C BCL2L1 UBXN2A HIPK2 ACTR8 SELENOS BCAP31 BMP7 CDC42 DUSP22 SMARCD3 NUPR1 SMARCE1 PIK3CB SGTA RMI2 RTEL1 HIC1 PINK1 PML PSMD10 MAPK3 FBH1 SGF29 RNFT2 MEAK7 INO80C NR1H2 PDCD10 KAT5 ARID2 ROCK2 MAP3K5 PDCD4 TAF7 BCL7B HMGB1 MAP2K4 ATR BRD7 SEMA3A NBR1 KDM1A GDF6 ZMPSTE24 CAV1 PTPRF SPRING1 DMAP1 ING3 CARD9 BFAR MAP3K11 KAT2A SPRED1 DPF3 RACK1 USP19 STK25 OXR1 SPIDR RNF168 PYHIN1 FICD EIF4G1 HAND2 TMX1 CUL4A ARL6IP5 MAP4K4 TPT1 ZC3H12A TGFB2 DPF1 HGF MAGEF1 MBIP PTTG1IP EYA3 FECH OOEP DPF2 TIFAB ACKR3 MAPK8IP3 ATAD5 DEK CD27 FAS DNAJA1 CXCL12 IGBP1 RASSF2 PEDS1-UBE2V1 DACT1 FZD7 EYA4 UBE2V1 FCGR2B SLAMF1 TLR4 CLN3 EGFR CEBPG TREM2 OPRK1 CCL19 OPRM1 FLNA PBRM1 TTI2 TAOK3 RECQL5 TRAF2 CGAS CD74 TGFBR3 LETM1 USP51 AMBP XDH EPC1 BARD1 SPP1 ARID1A PPP4C CHCHD2 PTGS2 CREB3L1 TLR3 FBLN5 IL1B AUNIP SUPT7L UBE2V2 PTN PRMT1 NAIP FZD10 SPHK1 TRIM32 BRAF WDR76 RELL2 DUSP3 ATF6B MAPK8IP2 CYREN AIFM2 SENP3 DNAJB9 BRCC3 ZMYND11 KREMEN1 NPM1 RFWD3 MIF THOC1 PYCARD SASH1 MARVELD3 RPS3 STK24 DVL2 TP53 USP14 DNAJC7 WNT7A ARID1B GREM1 BCL2L11 MECOM LEP BAD PNPLA8 NACC2 TADA2B DNMT3A DDX5 ANKRD1 MAP3K20 KMT5B TMEM259 ARHGEF2 SERPINF2 PLA2R1 SPIRE1 KDM4D IGF1R FEM1B SLF1 ABL1 PIGBOS1 SHLD1 GSTP1 KLHDC10 STK39 VPS13C INPP5F USP1 PPP1R15B FANCB RNASEH2B BMP4 MRNIP RGMA SLC38A2 KLHL15 ACTL6B DDIAS EDA2R RPA2 PPP1R15A DNAJB6 TAF5L EPHA4 INSIG1 SERPINB3 CDK9 PUM2 COPS3 UBXN1 CCAR2 SKIL GRINA MRGBP DUSP1 TAF9B PARPBP PIAS4 AJUBA PJA2 SIRT7 ZCWPW1 HNRNPK STUB1 OTUB2 SDCBP CREBBP RTN4RL1 PIK3R1 NPAS2 NSD2 PLCB1 THOC5 UBE2N ACTR2 MARCHF7 MAP3K4 PHF10 USP47 CHORDC1 TP53BP1 CRHBP MAP4K2 RIPK2 CDKN2D CCL21 FBXO4 PPIA KLF4 SLC25A23 ERP29 DNAJC2 POLQ SETMAR RAD51 SLF2 THY1 INO80E ZNF365 ABRAXAS1 LPCAT3 RB1CC1 TAF6 RIPK1 DKK1 SMARCB1 BAK1 SF3B5 CLU MFHAS1 GADD45G KCNK2 FGF19 QARS1 MCRS1 PBK YJU2 OPA1 PAGE4 CREB3 RNF169 FUS SYVN1 HELQ ALOX5 PARK7 MEAF6 MSX1 ZNHIT1 LRIG2 RUVBL1 MAP3K10 HERPUD1 AMFR TAOK1 TFPT ACTR5 MEN1 CHEK1 UIMC1 UBQLN1 CBX8 EIF2AK3 BCL7A SMARCC1 CNTF XRCC1 MAPKAP1 GCH1 ABCA7 SMARCC2 DRD2 MGMT RTN4R DHFR CRK TXNDC12 RAD51AP1 ULK4 OGG1 FLT4 SMARCA2 FMN2 MAP2K7 CERS2 STK3 NOL3 ATXN7 INAVA XIAP MDFIC PARG PAFAH1B1 ENO1 NR1H3 WDR48 BRCA1 SPI1 MINK1 FOXM1 LRRK2 FKBP1B SIRPA NOX1 FIGNL1 EEF1E1 TAF4 TRPV4 MTOR MDM2 AIDA FBXW7 ATRIP ATXN3 HRAS SMCHD1 NCK2 GADD45B ERN1 UBQLN2 PHF13 GPS2 EPO KIAA0319 KMT5A IER3 MICU1 SCIMP LGALS9 TMED2 CCN2 ANKRD6 DYRK3 PRKCG WNT5A SUPT20H USP25 NEO1 SHLD2 TRRAP BIRC7 BAG6 POLH VEGFA RPL26 HMGA2 TIMELESS SVIP MAPK8IP1 EPHB1 IL1A CAV3 NRK ELL3 RNF183 EP400 ZNF385A UBQLN4 USP13 DNAJB1 SETD2 AXIN2	646	4.0	0.005961251862891207
L1000	BRD-A09056319_Alfuzosin hydrochloride_MCF7_6.0_h_10.0_um	1060P11.3 AGR2 AUTS2 CA12 COL9A2 HLA-DOB HOXB6 LDOC1 LRMP PAWR PLCB3 SLC7A8 TFF1 TFF3 TGFBI WNT5A ACSL3 ANXA1 ANXA7 ARHGDIB ATF1 AZIN1 BEX4 C1ORF115 C3 CNN3 COX7A1 CPB1 CSTA CXCL12 DAB2 DNAJB1 EFEMP1 EMP1 ERG FHL1 G3BP1 GULP1 HPRT1 IGFBP7 KCTD12 KRT19 LAMB1 LIMCH1 LUM LXN LYPLA1 MAFF MGP MXRA5 MYBPC1 NAMPT NFIB NPY1R NRIP1 PAK1IP1 POLR2K PTGER4 SGCE SGK1 SMC1A SPARC TACSTD2 TM4SF1 TNS3 ZNF185	66	System of unrelated proteins						
L1000	BRD-A09533288_Verapamil hydrochloride_MCF7_6.0_h_10.0_um	AKAP12 ANXA3 CDKN1C CYFIP2 CYP1B1 DDX3Y DLD EIF1AY FAR2 FOLR1 GMDS HN1 KYNU NAT1 NNT PMP22 PPM1H PSD3 RARRES1 RPS4Y1 S100A11 SLC27A2 SRSF6 STK39 1060P11.3 AQP1 CAV1 CD44 CHI3L1 COL15A1 COL1A2 CPE DPYSL3 EPS8 GJA1 HBB IFI16 KIAA1462 LMO3 LPAR6 MFAP5 MUC16 NTS PBX1 PDIA3 PELI1 RNASE1 SOX11 TMEM30B TNS1 XIST	51	System of unrelated proteins						
